key,지역,정보공시 학교코드,학교명,교과교실제(지정?운영),자율학교(지정?운영),수준별 수업(운영),전체학생수,연간1인당 보건실이용건수,수업교원 1인당 학생수,체육장 개방여부,체육관 개방여부,강당 개방여부,일반교과교실 개방여부,특별교실 개방여부,시청각실 개방여부,보호자비율,지도교사수-동아리?학생자치활동,지도교사수-또래활동,지도교사수-교육주간 활동,지도교사수-기타 학교폭력 예방활동,참여학생수-동아리?학생자치활동,참여학생수-또래활동,참여학생수-교육주간 활동,참여학생수-기타 학교폭력 예방활동,전체학생수_안전교육 계획 및 실시현황,생활안전교육 시간(단위활동차시)-합계,교통안전교육 시간(단위활동차시)-합계,폭력예방및신변보호교육 시간(단위활동차시)-합계,약물중독예방교육 시간(단위활동차시) - 합계 (2020년 이후),지능정보서비스과의존관련교육 시간(단위활동차시) - 합계 (2023년 이후),직업안전교육 시간(단위활동차시)-합계,응급처치교육 시간(단위활동차시)-합계,주 출입구 접근로 설치여부,장애인 전용 주차구역 지정여부,주 출입구 높이차이 제거여부,출입구(문) 설치유무,복도,계단/승강기/경사로/휠체어리프트 유무,장애인용 대변기 설치여부,장애인용 소변기 설치여부,점자블록 설치여부,유도 및 안내설비 설치여부,경보 및 피난설비 설치여부,상담실적(내부상담전문가),상담실적(외부상담전문가),교수학습공간 일반교실,교수학습공간 교과교실,교수학습공간 수준별교실,교수학습공간 특별교실,학생자율동아리 동아리수,창의적체험활동동아리 동아리수
S010005271-2021,서울특별시 성북구,S010005271,개운중학교,1,0,1,643.0,1.2,12.7,유,무,시설없음,무,무,무,0.0,0,2,1,0,0,13,22,0,643,5.0,4.0,11.0,8.0,1.0,0.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,단순설치,미설치,미설치,492.0,240.0,0.0,29.0,2.0,8.0,8.0,8.0
S010005271-2022,서울특별시 성북구,S010005271,개운중학교,1,0,1,672.0,4.9,14.4,유,무,시설없음,무,무,무,0.0,0,2,0,0,0,15,0,0,672,6.0,4.0,7.0,7.0,3.0,1.0,3.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,단순설치,미설치,미설치,852.0,344.0,0.0,29.0,2.0,8.0,28.0,41.0
S010005271-2023,서울특별시 성북구,S010005271,개운중학교,1,0,1,692.0,13.2,12.3,유,무,시설없음,무,무,무,0.0,1,2,10,5,20,15,50,50,692,9.0,5.0,8.0,7.0,1.0,1.0,3.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,단순설치,미설치,미설치,999.0,467.0,0.0,29.0,2.0,8.0,25.0,41.0
S010005271-2024,서울특별시 성북구,S010005271,개운중학교,1,0,1,675.0,9.4,13.7,유,무,시설없음,무,무,무,0.0,1,1,5,5,20,16,40,667,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,단순설치,미설치,미설치,999.0,22.0,0.0,29.0,2.0,8.0,20.0,42.0
S010005272-2021,서울특별시 성북구,S010005272,서울길원초등학교,0,0,0,1271.0,1.7,21.4,유,무,시설없음,무,무,무,0.0,0,0,0,0,0,0,0,0,1264,12.0,11.0,8.0,4.0,6.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,0.0,1.0,54.0,2.0,0.0,4.0,8.0,8.0
S010005272-2022,서울특별시 성북구,S010005272,서울길원초등학교,0,0,0,1242.0,4.9,20.5,무,무,시설없음,무,무,무,0.0,0,0,0,0,0,0,0,0,1233,12.0,11.0,8.0,4.0,6.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,0.0,8.0,54.0,2.0,0.0,4.0,3.0,9.0
S010005272-2023,서울특별시 성북구,S010005272,서울길원초등학교,0,0,0,1230.0,8.7,19.4,무,무,시설없음,무,무,무,0.0,0,0,0,8,0,0,0,47,1219,8.7,7.5,5.2,1.8,2.7,1.0,1.5,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,0.0,2.0,54.0,2.0,0.0,4.0,20.0,51.0
S010005272-2024,서울특별시 성북구,S010005272,서울길원초등학교,0,1,0,1243.0,7.2,18.8,무,무,시설없음,무,무,무,0.0,0,49,49,8,0,1245,1245,211,1232,12.0,11.0,9.0,5.0,6.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,0.0,18.0,54.0,2.0,0.0,4.0,20.0,48.0
S010005280-2021,서울특별시 양천구,S010005280,서울장수초등학교,0,0,0,453.0,1.0,19.0,유,시설없음,유,유,유,시설없음,0.0,0,0,0,0,0,0,0,0,453,12.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,단순설치,단순설치,적정설치,적정설치,단순설치,적정설치,미설치,미설치,단순설치,0.0,0.0,25.0,2.0,0.0,4.0,8.0,8.0
S010005280-2022,서울특별시 양천구,S010005280,서울장수초등학교,0,0,0,436.0,3.9,18.2,유,시설없음,유,무,무,시설없음,0.0,1,20,20,20,44,436,436,436,436,13.7,10.1,10.6,6.9,4.6,2.0,2.0,적정설치,적정설치,단순설치,단순설치,적정설치,적정설치,단순설치,적정설치,미설치,미설치,단순설치,0.0,0.0,25.0,2.0,0.0,4.0,0.0,14.0
S010005280-2023,서울특별시 양천구,S010005280,서울장수초등학교,0,0,0,400.0,9.2,14.9,유,시설없음,유,유,유,시설없음,0.0,0,0,24,0,0,0,380,0,400,10.0,12.0,10.0,7.0,7.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,0.0,0.0,25.0,2.0,0.0,4.0,0.0,13.0
S010005280-2024,서울특별시 양천구,S010005280,서울장수초등학교,0,0,0,343.0,9.1,15.8,유,시설없음,유,유,유,시설없음,0.0,0,0,26,0,0,0,340,0,343,12.0,11.0,8.0,8.0,2.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,0.0,5.0,25.0,2.0,0.0,4.0,0.0,11.0
S010005282-2021,서울특별시 성북구,S010005282,서울장월초등학교,0,0,0,550.0,1.2,18.3,무,시설없음,무,무,무,무,0.0,0,1,0,0,0,8,0,0,547,11.0,11.0,8.0,4.0,3.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,미설치,적정설치,적정설치,미설치,650.0,0.0,23.0,0.0,0.0,4.0,8.0,8.0
S010005282-2022,서울특별시 성북구,S010005282,서울장월초등학교,0,0,0,587.0,4.5,17.9,무,무,시설없음,무,무,무,0.0,0,0,0,1,0,0,0,6,583,12.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,미설치,적정설치,적정설치,미설치,650.0,0.0,29.0,0.0,0.0,2.0,0.0,20.0
S010005282-2023,서울특별시 성북구,S010005282,서울장월초등학교,0,0,0,646.0,7.1,18.2,무,무,시설없음,무,무,무,0.0,0,0,0,0,0,0,0,0,642,12.0,11.0,10.0,8.0,2.0,1.0,3.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,650.0,0.0,29.0,0.0,0.0,2.0,0.0,18.0
S010005282-2024,서울특별시 성북구,S010005282,서울장월초등학교,0,0,0,693.0,9.9,17.8,유,무,시설없음,무,무,무,0.0,0,0,1,0,0,0,3,0,690,12.0,11.0,10.0,10.0,2.0,1.0,3.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,744.0,4.0,29.0,0.0,0.0,2.0,0.0,18.0
S010005283-2021,서울특별시 동대문구,S010005283,서울휘봉초등학교,0,0,0,770.0,0.9,17.9,유,유,시설없음,유,유,무,0.0,0,0,0,0,0,0,0,0,763,10.0,10.0,12.0,5.0,4.0,2.0,4.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,미설치,미설치,63.0,27.0,38.0,2.0,1.0,4.0,8.0,8.0
S010005283-2022,서울특별시 동대문구,S010005283,서울휘봉초등학교,0,0,0,733.0,2.7,17.8,유,유,시설없음,유,유,무,0.0,0,0,0,0,0,0,0,0,727,10.0,9.0,3.0,2.0,3.0,0.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,미설치,미설치,89.0,42.0,39.0,3.0,1.0,3.0,2.0,25.0
S010005283-2023,서울특별시 동대문구,S010005283,서울휘봉초등학교,0,0,0,747.0,6.1,18.0,유,유,시설없음,무,무,무,0.0,0,0,0,0,0,0,0,0,737,10.0,9.0,3.0,2.0,3.0,0.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,미설치,적정설치,264.0,8.0,38.0,3.0,1.0,3.0,2.0,24.0
S010005283-2024,서울특별시 동대문구,S010005283,서울휘봉초등학교,0,0,0,736.0,5.9,17.4,유,유,시설없음,무,무,무,0.0,0,0,34,1,0,0,178,45,723,13.0,12.0,8.0,4.0,4.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,미설치,적정설치,278.0,3.0,38.0,3.0,1.0,3.0,2.0,18.0
S010005285-2021,서울특별시 양천구,S010005285,신서고등학교,0,0,0,542.0,2.0,11.6,유,유,시설없음,유,유,유,12.0,0,0,0,0,0,0,0,0,542,10.0,10.0,14.0,5.0,5.0,3.0,4.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,675.0,146.0,21.0,1.0,3.0,5.0,19.0,39.0
S010005285-2022,서울특별시 양천구,S010005285,신서고등학교,0,0,0,535.0,4.4,12.0,유,유,시설없음,유,유,유,0.0,0,0,0,0,0,0,0,0,535,12.0,6.0,6.0,6.0,6.0,6.0,12.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,310.0,117.0,21.0,1.0,3.0,5.0,5.0,38.0
S010005285-2023,서울특별시 양천구,S010005285,신서고등학교,0,0,0,550.0,6.4,12.0,무,유,시설없음,유,무,무,0.0,0,0,0,0,0,0,0,0,550,10.0,10.0,10.0,8.0,3.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,421.0,224.0,21.0,1.0,3.0,5.0,0.0,39.0
S010005285-2024,서울특별시 양천구,S010005285,신서고등학교,0,0,0,574.0,6.8,12.5,무,무,시설없음,무,무,무,0.0,0,0,0,0,0,0,0,0,574,10.0,10.0,13.0,8.0,2.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,499.0,182.0,21.0,1.0,3.0,5.0,0.0,38.0
S010005286-2021,서울특별시 광진구,S010005286,양진중학교,0,0,1,1005.0,1.1,15.3,무,유,시설없음,유,무,무,0.0,0,1,0,0,0,8,0,0,995,10.0,10.0,10.0,5.0,5.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,384.0,20.0,35.0,1.0,0.0,20.0,8.0,8.0
S010005286-2022,서울특별시 광진구,S010005286,양진중학교,0,0,1,966.0,5.4,14.5,무,유,시설없음,유,무,무,0.0,0,1,0,0,0,11,0,0,956,12.0,11.0,12.0,8.0,2.0,3.0,3.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,508.0,37.0,35.0,1.0,0.0,20.0,19.0,53.0
S010005286-2023,서울특별시 광진구,S010005286,양진중학교,0,0,1,926.0,9.0,14.2,무,유,시설없음,유,무,유,0.0,0,1,0,0,0,11,0,0,916,8.0,8.0,6.0,3.0,2.0,1.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,523.0,13.0,35.0,1.0,0.0,20.0,15.0,70.0
S010005286-2024,서울특별시 광진구,S010005286,양진중학교,0,0,1,882.0,9.4,14.5,무,유,시설없음,유,무,유,0.0,0,1,0,0,0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,500.0,16.0,35.0,1.0,0.0,20.0,13.0,69.0
S010005287-2021,서울특별시 강서구,S010005287,염경중학교,0,0,0,601.0,1.1,14.4,유,유,시설없음,무,무,무,0.0,0,0,0,0,0,0,0,0,600,10.0,9.0,9.0,4.0,5.0,3.0,2.0,적정설치,적정설치,적정설치,단순설치,미설치,적정설치,적정설치,적정설치,적정설치,단순설치,미설치,302.0,33.0,24.0,1.0,1.0,13.0,8.0,8.0
S010005287-2022,서울특별시 강서구,S010005287,염경중학교,0,0,0,589.0,3.0,13.5,무,유,시설없음,무,무,무,0.0,0,0,0,0,0,0,0,0,586,10.0,9.0,9.0,4.0,6.0,3.0,2.0,적정설치,적정설치,적정설치,단순설치,미설치,적정설치,적정설치,적정설치,적정설치,단순설치,미설치,364.0,40.0,24.0,1.0,1.0,13.0,12.0,29.0
S010005287-2023,서울특별시 강서구,S010005287,염경중학교,0,0,0,554.0,9.1,13.1,무,무,시설없음,무,무,무,0.0,0,0,0,0,0,0,0,0,552,10.0,10.0,10.0,6.0,4.0,3.0,3.0,적정설치,적정설치,적정설치,단순설치,미설치,적정설치,적정설치,적정설치,적정설치,단순설치,미설치,307.0,0.0,24.0,1.0,1.0,13.0,10.0,37.0
S010005287-2024,서울특별시 강서구,S010005287,염경중학교,0,0,0,539.0,6.2,13.7,유,유,시설없음,유,유,유,0.0,2,2,1,0,24,400,400,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,적정설치,적정설치,적정설치,단순설치,단순설치,적정설치,적정설치,적정설치,적정설치,단순설치,미설치,731.0,7.0,23.0,3.0,0.0,13.0,8.0,34.0
S010005288-2021,서울특별시 도봉구,S010005288,효문고등학교,0,0,0,458.0,3.1,10.1,유,무,시설없음,무,무,무,17.9,0,1,0,0,0,18,0,0,458,10.0,8.0,8.0,4.0,4.0,3.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,302.0,53.0,25.0,3.0,0.0,7.0,0.0,40.0
S010005288-2022,서울특별시 도봉구,S010005288,효문고등학교,0,1,0,454.0,6.9,10.2,유,무,시설없음,무,무,무,0.0,6,0,0,0,58,0,0,0,454,10.0,8.0,8.0,6.0,2.0,3.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,121.0,12.0,25.0,3.0,0.0,7.0,13.0,32.0
S010005288-2023,서울특별시 도봉구,S010005288,효문고등학교,0,1,0,459.0,8.0,9.6,유,무,시설없음,무,무,무,0.0,1,1,1,1,12,12,12,12,459,10.0,8.0,8.0,6.0,2.0,3.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,98.0,0.0,25.0,3.0,0.0,7.0,0.0,34.0
S010005288-2024,서울특별시 도봉구,S010005288,효문고등학교,0,0,0,482.0,5.8,9.9,유,무,시설없음,무,무,무,0.0,1,1,1,1,19,19,19,19,482,12.0,10.0,20.0,12.0,5.0,5.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,310.0,0.0,25.0,3.0,0.0,7.0,0.0,36.0
S010005289-2021,서울특별시 도봉구,S010005289,효문중학교,0,0,0,330.0,1.6,9.2,시설없음,시설없음,시설없음,유,무,시설없음,0.0,0,1,0,1,0,3,0,16,330,10.0,10.0,10.0,6.0,4.0,3.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,304.0,16.0,15.0,1.0,0.0,5.0,8.0,8.0
S010005289-2022,서울특별시 도봉구,S010005289,효문중학교,0,0,0,302.0,6.5,10.7,시설없음,시설없음,시설없음,유,무,시설없음,0.0,1,0,5,0,15,0,15,0,302,10.0,8.0,6.0,4.0,4.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,464.0,43.0,15.0,1.0,0.0,5.0,5.0,27.0
S010005289-2023,서울특별시 도봉구,S010005289,효문중학교,0,0,0,289.0,10.4,11.2,시설없음,시설없음,시설없음,유,무,시설없음,0.0,1,0,5,0,15,0,15,0,289,10.0,11.0,9.0,4.0,4.0,1.0,3.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,451.0,48.0,12.0,4.0,0.0,5.0,8.0,30.0
S010005289-2024,서울특별시 도봉구,S010005289,효문중학교,0,0,0,268.0,10.2,12.0,시설없음,시설없음,시설없음,무,무,시설없음,0.0,1,0,0,0,15,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치,152.0,50.0,12.0,4.0,0.0,5.0,3.0,26.0
S010005364-2021,서울특별시 중랑구,S010005364,원묵고등학교,1,0,0,677.0,2.0,13.4,유,유,무,무,무,무,7.0,0,2,2,0,0,20,21,0,677,10.0,8.6,11.3,3.6,5.0,3.0,2.0,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,미설치,적정설치,250.0,13.0,26.0,4.0,0.0,15.0,38.0,42.0
S010005364-2022,서울특별시 중랑구,S010005364,원묵고등학교,1,0,0,644.0,3.6,13.3,유,유,무,무,무,무,0.0,2,2,2,2,21,20,16,21,644,12.0,8.0,11.0,4.0,4.0,1.0,1.0,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,미설치,적정설치,373.0,4.0,26.0,4.0,0.0,15.0,5.0,36.0
S010005364-2023,서울특별시 중랑구,S010005364,원묵고등학교,1,0,0,626.0,4.8,11.5,유,유,무,무,무,무,0.0,2,2,2,2,21,20,16,21,626,11.0,6.0,9.0,3.0,4.0,1.0,1.0,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,미설치,적정설치,410.0,4.0,25.0,4.0,3.0,6.0,0.0,38.0
S010005364-2024,서울특별시 중랑구,S010005364,원묵고등학교,0,0,0,634.0,5.2,12.0,유,유,무,무,무,무,0.0,1,0,0,1,25,0,0,25,634,19.0,10.0,24.0,6.0,4.0,3.0,2.0,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,미설치,적정설치,430.0,4.0,25.0,4.0,3.0,6.0,0.0,37.0
S010005365-2021,서울특별시 마포구,S010005365,상암고등학교,1,0,1,877.0,2.9,12.5,유,유,시설없음,유,유,유,11.4,0,2,2,0,0,20,30,0,877,7.0,9.0,19.0,5.0,6.0,1.0,1.0,적정설치,단순설치,적정설치,적정설치,적정설치,단순설치,단순설치,적정설치,적정설치,미설치,단순설치,501.0,50.0,33.0,2.0,0.0,10.0,31.0,45.0
S010005365-2022,서울특별시 마포구,S010005365,상암고등학교,1,0,0,852.0,2.2,12.2,유,유,시설없음,유,유,유,0.0,2,0,0,2,20,0,0,20,852,5.0,5.0,12.0,3.0,3.0,2.0,1.0,적정설치,단순설치,적정설치,적정설치,적정설치,단순설치,단순설치,적정설치,적정설치,미설치,단순설치,603.0,79.0,33.0,2.0,0.0,10.0,13.0,44.0
S010005365-2023,서울특별시 마포구,S010005365,상암고등학교,1,0,0,831.0,4.8,12.3,유,유,시설없음,유,유,유,0.0,4,0,0,0,20,0,0,0,831,8.0,8.0,5.0,3.0,2.0,1.0,1.0,적정설치,단순설치,적정설치,적정설치,적정설치,단순설치,단순설치,적정설치,적정설치,미설치,단순설치,699.0,125.0,33.0,2.0,0.0,10.0,0.0,47.0
S010005365-2024,서울특별시 마포구,S010005365,상암고등학교,1,0,0,851.0,6.2,12.7,유,유,시설없음,유,유,유,0.0,4,0,0,0,38,0,0,0,851,11.0,11.0,14.0,7.0,4.0,3.0,2.0,적정설치,단순설치,적정설치,적정설치,적정설치,단순설치,단순설치,적정설치,적정설치,미설치,단순설치,640.0,53.0,33.0,2.0,0.0,10.0,0.0,45.0
S010005366-2021,서울특별시 마포구,S010005366,상암중학교,0,0,0,1143.0,2.4,15.5,유,유,시설없음,유,유,유,0.0,0,1,0,4,0,5,0,50,1125,16.0,4.7,11.2,5.0,1.0,5.0,1.7,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,469.0,265.0,40.0,4.0,0.0,11.0,8.0,8.0
S010005366-2022,서울특별시 마포구,S010005366,상암중학교,0,0,0,1102.0,5.6,14.1,유,유,시설없음,유,유,유,0.0,0,1,0,0,0,8,0,0,1088,6.6,4.8,14.0,3.0,4.0,3.3,0.6,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,429.0,43.0,40.0,4.0,0.0,11.0,55.0,63.0
S010005366-2023,서울특별시 마포구,S010005366,상암중학교,0,0,0,1061.0,17.1,13.4,유,유,시설없음,유,유,유,0.0,0,1,0,0,0,9,0,0,1050,23.8,5.2,35.3,9.3,2.0,8.6,1.7,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,483.0,115.0,40.0,4.0,0.0,11.0,45.0,64.0
S010005366-2024,서울특별시 마포구,S010005366,상암중학교,0,0,0,1018.0,11.5,14.5,유,유,시설없음,유,유,유,0.0,1,0,0,0,9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,976.0,145.0,40.0,4.0,0.0,11.0,51.0,61.0
S010005370-2021,서울특별시 마포구,S010005370,서울상지초등학교,0,0,1,721.0,0.9,16.9,유,무,시설없음,유,유,유,0.0,21,11,0,11,493,255,0,255,714,12.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,150.0,0.0,35.0,0.0,0.0,2.0,8.0,8.0
S010005370-2022,서울특별시 마포구,S010005370,서울상지초등학교,0,0,1,661.0,5.9,17.4,유,무,시설없음,유,유,유,0.0,1,15,29,10,45,342,667,219,651,12.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,150.0,0.0,35.0,0.0,0.0,2.0,0.0,28.0
S010005370-2023,서울특별시 마포구,S010005370,서울상지초등학교,0,0,1,628.0,9.5,16.5,유,무,시설없음,유,유,유,0.0,1,15,29,10,45,342,628,219,620,12.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,171.0,0.0,35.0,0.0,0.0,2.0,0.0,27.0
S010005370-2024,서울특별시 마포구,S010005370,서울상지초등학교,0,0,0,595.0,10.4,15.9,유,무,시설없음,유,유,유,0.0,1,14,29,10,56,320,598,278,586,12.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,0.0,0.0,35.0,0.0,0.0,2.0,0.0,26.0
S010005372-2021,서울특별시 영등포구,S010005372,서울선유초등학교,0,1,0,387.0,1.3,13.5,유,유,시설없음,유,유,유,0.0,0,0,0,0,0,0,0,0,387,10.0,10.0,4.0,3.0,1.0,1.0,0.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,0.0,0.0,19.0,2.0,0.0,8.0,8.0,8.0
S010005372-2022,서울특별시 영등포구,S010005372,서울선유초등학교,0,1,0,351.0,4.4,15.3,유,유,시설없음,유,유,유,0.0,5,26,26,26,39,353,353,353,351,10.0,9.0,3.0,2.0,3.0,0.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,0.0,0.0,19.0,2.0,0.0,8.0,4.0,12.0
S010005372-2023,서울특별시 영등포구,S010005372,서울선유초등학교,0,1,0,367.0,4.9,14.5,유,유,시설없음,유,유,유,0.0,5,26,26,26,39,365,365,365,367,10.0,9.0,3.0,2.0,3.0,0.0,1.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,0.0,0.0,19.0,2.0,0.0,8.0,4.0,11.0
S010005372-2024,서울특별시 영등포구,S010005372,서울선유초등학교,0,1,0,334.0,4.9,15.6,무,무,시설없음,무,무,무,0.0,2,25,25,25,39,329,329,329,334,12.0,11.0,8.0,7.0,3.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,0.0,0.0,19.0,2.0,0.0,8.0,3.0,16.0
S010005374-2021,서울특별시 중구,S010005374,서울신당초등학교,0,0,0,343.0,2.6,15.9,시설없음,시설없음,무,무,무,시설없음,0.0,0,0,0,0,0,0,0,0,339,12.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,0.0,0.0,18.0,0.0,0.0,5.0,8.0,8.0
S010005374-2022,서울특별시 중구,S010005374,서울신당초등학교,0,0,0,318.0,11.8,16.7,시설없음,시설없음,무,무,무,시설없음,0.0,0,0,0,0,0,0,0,0,314,12.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,573.0,49.0,18.0,0.0,0.0,5.0,0.0,17.0
S010005374-2023,서울특별시 중구,S010005374,서울신당초등학교,0,0,0,334.0,11.9,14.9,시설없음,시설없음,무,무,무,시설없음,0.0,1,0,17,0,28,0,331,0,331,12.0,11.0,8.0,5.0,5.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,0.0,0.0,18.0,0.0,0.0,5.0,2.0,16.0
S010005374-2024,서울특별시 중구,S010005374,서울신당초등학교,0,0,0,342.0,12.3,15.7,시설없음,시설없음,유,유,유,시설없음,0.0,1,1,17,0,28,5,331,0,339,12.0,11.0,8.0,6.0,4.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,400.0,100.0,18.0,0.0,0.0,5.0,1.0,16.0
S010005384-2021,서울특별시 송파구,S010005384,서울버들초등학교,0,0,0,1060.0,0.6,25.7,유,무,시설없음,유,무,유,0.0,0,0,0,0,0,0,0,0,1060,12.0,11.0,8.0,4.0,6.0,2.0,2.0,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,0.0,0.0,32.0,0.0,0.0,1.0,8.0,8.0
