key,상담실적(내부상담전문가),상담실적(외부상담전문가),교수학습공간 일반교실,교수학습공간 교과교실,교수학습공간 수준별교실,교수학습공간 특별교실,학생자율동아리 동아리수,창의적체험활동동아리 동아리수
S010001706-2021,410.0,0.0,35.0,1.0,0.0,8.0,8.0,8.0
S010001706-2022,851.0,107.0,35.0,1.0,0.0,8.0,18.0,54.0
S010001706-2023,701.0,0.0,34.0,1.0,0.0,8.0,23.0,50.0
S010001706-2024,741.0,0.0,34.0,1.0,0.0,8.0,24.0,50.0
S010001707-2021,446.0,20.0,24.0,0.0,2.0,12.0,8.0,8.0
S010001707-2022,497.0,63.0,24.0,0.0,2.0,12.0,16.0,31.0
S010001707-2023,443.0,5.0,24.0,0.0,2.0,12.0,20.0,36.0
S010001707-2024,397.0,0.0,24.0,0.0,2.0,12.0,7.0,34.0
S010001708-2021,627.0,39.0,27.0,6.0,0.0,9.0,8.0,8.0
S010001708-2022,786.0,34.0,26.0,6.0,0.0,9.0,9.0,41.0
S010001708-2023,732.0,47.0,26.0,6.0,0.0,9.0,10.0,38.0
S010001708-2024,689.0,42.0,26.0,6.0,0.0,9.0,11.0,49.0
S010001709-2021,472.0,67.0,30.0,5.0,1.0,9.0,8.0,8.0
S010001709-2022,665.0,94.0,30.0,5.0,1.0,9.0,11.0,53.0
S010001709-2023,818.0,151.0,30.0,5.0,1.0,9.0,13.0,51.0
S010001709-2024,572.0,171.0,30.0,5.0,1.0,9.0,11.0,52.0
S010001710-2021,243.0,0.0,27.0,0.0,0.0,9.0,8.0,8.0
S010001710-2022,406.0,9.0,27.0,0.0,0.0,9.0,25.0,61.0
S010001710-2023,392.0,10.0,27.0,0.0,0.0,9.0,34.0,71.0
S010001710-2024,345.0,9.0,27.0,0.0,0.0,9.0,34.0,60.0
S010001711-2021,758.0,97.0,21.0,5.0,0.0,9.0,8.0,8.0
S010001711-2022,767.0,92.0,21.0,5.0,0.0,9.0,12.0,30.0
S010001711-2023,817.0,89.0,17.0,6.0,0.0,11.0,10.0,27.0
S010001711-2024,881.0,78.0,16.0,8.0,0.0,10.0,8.0,26.0
S010001712-2021,139.0,0.0,26.0,6.0,0.0,7.0,8.0,8.0
S010001712-2022,338.0,2.0,26.0,6.0,0.0,7.0,20.0,65.0
S010001712-2023,295.0,53.0,26.0,6.0,0.0,7.0,28.0,78.0
S010001712-2024,290.0,47.0,26.0,6.0,0.0,7.0,21.0,78.0
S010001713-2021,229.0,12.0,21.0,9.0,0.0,6.0,8.0,8.0
S010001713-2022,401.0,0.0,21.0,9.0,0.0,6.0,8.0,27.0
S010001713-2023,278.0,0.0,21.0,9.0,0.0,6.0,6.0,32.0
S010001713-2024,622.0,0.0,21.0,9.0,0.0,6.0,11.0,30.0
S010001714-2021,447.0,0.0,22.0,5.0,3.0,6.0,8.0,8.0
S010001714-2022,959.0,124.0,23.0,3.0,5.0,7.0,17.0,37.0
S010001714-2023,1299.0,32.0,23.0,3.0,5.0,7.0,19.0,37.0
S010001714-2024,1056.0,0.0,23.0,3.0,5.0,7.0,16.0,31.0
S010001715-2021,168.0,0.0,21.0,9.0,0.0,11.0,8.0,8.0
S010001715-2022,321.0,29.0,21.0,9.0,0.0,11.0,13.0,35.0
S010001715-2023,309.0,23.0,21.0,9.0,0.0,11.0,10.0,32.0
S010001715-2024,327.0,56.0,21.0,9.0,0.0,11.0,6.0,32.0
S010001716-2021,437.0,129.0,2.0,18.0,4.0,9.0,8.0,8.0
S010001716-2022,794.0,76.0,17.0,1.0,0.0,9.0,8.0,28.0
S010001716-2023,764.0,91.0,15.0,1.0,0.0,11.0,13.0,27.0
S010001716-2024,729.0,108.0,15.0,1.0,0.0,11.0,4.0,23.0
S010001717-2021,283.0,30.0,0.0,18.0,1.0,8.0,8.0,8.0
S010001717-2022,353.0,15.0,15.0,8.0,2.0,2.0,5.0,31.0
S010001717-2023,324.0,40.0,15.0,8.0,2.0,2.0,6.0,25.0
S010001717-2024,485.0,20.0,15.0,8.0,2.0,2.0,5.0,30.0
S010001718-2021,648.0,39.0,18.0,0.0,1.0,1.0,8.0,8.0
S010001718-2022,532.0,70.0,16.0,0.0,0.0,10.0,0.0,29.0
S010001718-2023,574.0,63.0,15.0,7.0,0.0,4.0,0.0,28.0
S010001718-2024,639.0,41.0,15.0,7.0,0.0,4.0,1.0,26.0
S010001719-2021,216.0,88.0,25.0,2.0,0.0,10.0,8.0,8.0
S010001719-2022,296.0,20.0,24.0,2.0,0.0,11.0,13.0,40.0
S010001719-2023,453.0,52.0,23.0,3.0,0.0,11.0,11.0,45.0
S010001719-2024,437.0,50.0,21.0,5.0,0.0,11.0,9.0,31.0
S010001720-2021,296.0,24.0,17.0,1.0,0.0,12.0,8.0,8.0
S010001720-2022,420.0,0.0,17.0,1.0,0.0,12.0,8.0,30.0
S010001720-2023,693.0,51.0,17.0,1.0,0.0,12.0,12.0,37.0
S010001720-2024,664.0,0.0,17.0,1.0,0.0,12.0,7.0,23.0
S010001721-2021,207.0,58.0,24.0,4.0,0.0,10.0,8.0,8.0
S010001721-2022,304.0,18.0,24.0,4.0,0.0,10.0,15.0,20.0
S010001721-2023,330.0,21.0,23.0,4.0,0.0,10.0,18.0,28.0
S010001721-2024,363.0,19.0,23.0,4.0,0.0,10.0,15.0,37.0
S010001722-2021,187.0,28.0,18.0,1.0,1.0,13.0,8.0,8.0
S010001722-2022,577.0,74.0,16.0,2.0,1.0,13.0,0.0,22.0
S010001722-2023,567.0,109.0,15.0,2.0,1.0,13.0,0.0,23.0
S010001722-2024,536.0,126.0,15.0,2.0,2.0,12.0,0.0,31.0
S010001723-2021,143.0,0.0,32.0,2.0,0.0,9.0,8.0,8.0
S010001723-2022,590.0,0.0,31.0,2.0,0.0,9.0,6.0,49.0
S010001723-2023,932.0,0.0,31.0,2.0,0.0,9.0,12.0,49.0
S010001723-2024,1083.0,0.0,31.0,2.0,0.0,9.0,11.0,52.0
S010001724-2021,981.0,0.0,28.0,0.0,2.0,7.0,8.0,8.0
S010001724-2022,360.0,0.0,28.0,0.0,2.0,7.0,10.0,45.0
S010001724-2023,372.0,4.0,21.0,2.0,0.0,10.0,17.0,50.0
S010001724-2024,317.0,4.0,17.0,6.0,0.0,8.0,12.0,53.0
S010001725-2021,283.0,22.0,30.0,2.0,0.0,8.0,8.0,8.0
S010001725-2022,250.0,60.0,30.0,2.0,0.0,8.0,21.0,49.0
S010001725-2023,470.0,73.0,30.0,2.0,0.0,8.0,16.0,62.0
S010001725-2024,639.0,30.0,30.0,2.0,0.0,8.0,22.0,51.0
S010001726-2021,306.0,13.0,31.0,4.0,0.0,8.0,8.0,8.0
S010001726-2022,493.0,46.0,30.0,5.0,0.0,10.0,18.0,45.0
S010001726-2023,565.0,23.0,30.0,5.0,0.0,10.0,18.0,44.0
S010001726-2024,491.0,21.0,30.0,5.0,0.0,10.0,16.0,31.0
S010001727-2021,802.0,7.0,26.0,2.0,0.0,14.0,8.0,8.0
S010001727-2022,397.0,28.0,26.0,2.0,0.0,15.0,0.0,37.0
S010001727-2023,497.0,35.0,26.0,2.0,0.0,15.0,0.0,35.0
S010001727-2024,471.0,13.0,26.0,2.0,0.0,15.0,0.0,34.0
S010001728-2021,345.0,4.0,30.0,1.0,0.0,11.0,8.0,8.0
S010001728-2022,827.0,36.0,27.0,3.0,0.0,11.0,12.0,45.0
S010001728-2023,841.0,7.0,26.0,4.0,0.0,11.0,14.0,42.0
S010001728-2024,538.0,0.0,24.0,6.0,0.0,11.0,12.0,40.0
S010001729-2021,0.0,0.0,24.0,0.0,3.0,1.0,8.0,8.0
S010001729-2022,241.0,7.0,24.0,0.0,3.0,1.0,1.0,28.0
S010001729-2023,333.0,16.0,24.0,0.0,3.0,1.0,0.0,30.0
S010001729-2024,266.0,4.0,24.0,0.0,3.0,1.0,1.0,30.0
S010001730-2021,305.0,0.0,26.0,0.0,0.0,11.0,8.0,8.0
S010001730-2022,128.0,13.0,26.0,0.0,0.0,11.0,11.0,32.0
S010001730-2023,110.0,8.0,26.0,0.0,0.0,11.0,35.0,38.0
S010001730-2024,116.0,12.0,26.0,0.0,0.0,11.0,27.0,34.0
S010001731-2021,970.0,5.0,38.0,0.0,0.0,10.0,8.0,8.0
S010001731-2022,664.0,29.0,36.0,3.0,0.0,10.0,16.0,54.0
S010001731-2023,623.0,9.0,36.0,3.0,0.0,10.0,20.0,49.0
S010001731-2024,721.0,6.0,36.0,3.0,0.0,10.0,13.0,43.0
S010001732-2021,598.0,170.0,27.0,5.0,0.0,12.0,8.0,8.0
S010001732-2022,576.0,141.0,26.0,5.0,0.0,15.0,6.0,73.0
S010001732-2023,656.0,134.0,26.0,5.0,0.0,15.0,9.0,64.0
S010001732-2024,650.0,130.0,23.0,5.0,0.0,18.0,10.0,69.0
S010001733-2021,0.0,0.0,24.0,0.0,0.0,28.0,8.0,8.0
S010001733-2022,720.0,0.0,24.0,0.0,0.0,27.0,0.0,37.0
S010001733-2023,740.0,5.0,24.0,0.0,0.0,27.0,0.0,44.0
S010001733-2024,757.0,5.0,24.0,0.0,0.0,27.0,0.0,46.0
S010001734-2021,884.0,0.0,24.0,24.0,0.0,17.0,8.0,8.0
S010001734-2022,862.0,0.0,24.0,24.0,0.0,17.0,1.0,24.0
S010001734-2023,865.0,0.0,24.0,24.0,0.0,17.0,1.0,24.0
S010001734-2024,850.0,0.0,24.0,24.0,0.0,17.0,1.0,24.0
S010001735-2021,0.0,0.0,32.0,11.0,0.0,5.0,8.0,8.0
S010001735-2022,0.0,0.0,32.0,11.0,0.0,5.0,0.0,19.0
S010001735-2023,504.0,0.0,26.0,8.0,0.0,5.0,4.0,16.0
S010001735-2024,475.0,18.0,26.0,8.0,0.0,5.0,3.0,14.0
S010001736-2021,709.0,46.0,19.0,4.0,0.0,6.0,8.0,8.0
S010001736-2022,516.0,88.0,19.0,4.0,0.0,6.0,0.0,12.0
S010001736-2023,466.0,82.0,19.0,4.0,0.0,6.0,0.0,13.0
S010001736-2024,538.0,100.0,19.0,4.0,0.0,6.0,0.0,13.0
S010001737-2021,220.0,0.0,25.0,6.0,2.0,11.0,8.0,8.0
S010001737-2022,252.0,50.0,25.0,6.0,2.0,11.0,1.0,15.0
S010001737-2023,250.0,0.0,29.0,2.0,2.0,11.0,0.0,14.0
S010001737-2024,0.0,0.0,29.0,2.0,2.0,11.0,0.0,15.0
S010001738-2021,0.0,0.0,16.0,6.0,0.0,1.0,8.0,8.0
S010001738-2022,0.0,326.0,16.0,6.0,0.0,1.0,1.0,23.0
S010001738-2023,328.0,8.0,16.0,6.0,0.0,1.0,11.0,15.0
S010001738-2024,468.0,100.0,16.0,6.0,0.0,1.0,0.0,16.0
S010001739-2021,0.0,258.0,23.0,3.0,0.0,10.0,8.0,8.0
S010001739-2022,381.0,36.0,23.0,3.0,0.0,10.0,0.0,23.0
S010001739-2023,399.0,64.0,23.0,3.0,0.0,5.0,0.0,23.0
S010001739-2024,351.0,53.0,23.0,3.0,0.0,5.0,0.0,23.0
S010001740-2021,0.0,0.0,18.0,5.0,0.0,2.0,8.0,8.0
S010001740-2022,0.0,0.0,18.0,5.0,0.0,2.0,1.0,17.0
S010001740-2023,0.0,110.0,15.0,1.0,0.0,4.0,0.0,14.0
S010001740-2024,0.0,0.0,13.0,1.0,0.0,2.0,0.0,8.0
S010001741-2021,982.0,6.0,43.0,1.0,0.0,5.0,8.0,8.0
S010001741-2022,900.0,0.0,43.0,1.0,0.0,5.0,1.0,40.0
S010001741-2023,770.0,32.0,38.0,6.0,0.0,5.0,1.0,35.0
S010001741-2024,854.0,22.0,36.0,7.0,0.0,5.0,1.0,26.0
S010001742-2021,267.0,0.0,33.0,4.0,0.0,8.0,8.0,8.0
S010001742-2022,424.0,0.0,32.0,5.0,0.0,8.0,0.0,14.0
S010001742-2023,443.0,0.0,29.0,5.0,0.0,11.0,0.0,14.0
S010001742-2024,467.0,0.0,25.0,4.0,0.0,15.0,0.0,22.0
S010001743-2021,550.0,8.0,22.0,0.0,0.0,18.0,8.0,8.0
S010001743-2022,600.0,50.0,22.0,0.0,0.0,18.0,2.0,17.0
S010001743-2023,616.0,50.0,22.0,0.0,0.0,18.0,1.0,16.0
S010001743-2024,450.0,130.0,22.0,0.0,0.0,18.0,0.0,21.0
S010001744-2021,893.0,2.0,30.0,3.0,0.0,7.0,8.0,8.0
S010001744-2022,432.0,104.0,30.0,3.0,0.0,7.0,1.0,30.0
S010001744-2023,639.0,31.0,30.0,3.0,0.0,7.0,2.0,30.0
S010001744-2024,653.0,39.0,30.0,3.0,0.0,7.0,1.0,31.0
S010001745-2021,590.0,270.0,29.0,4.0,0.0,8.0,8.0,8.0
S010001745-2022,0.0,0.0,29.0,4.0,0.0,8.0,0.0,19.0
S010001745-2023,50.0,0.0,29.0,4.0,0.0,8.0,0.0,21.0
S010001745-2024,54.0,28.0,29.0,4.0,0.0,8.0,0.0,17.0
S010001746-2021,0.0,103.0,40.0,5.0,1.0,4.0,8.0,8.0
S010001746-2022,327.0,153.0,40.0,5.0,1.0,5.0,0.0,17.0
S010001746-2023,572.0,303.0,40.0,5.0,1.0,5.0,0.0,15.0
S010001746-2024,601.0,495.0,40.0,5.0,1.0,5.0,0.0,21.0
S010001747-2022,503.0,0.0,43.0,1.0,0.0,1.0,0.0,41.0
S010001747-2023,644.0,17.0,43.0,1.0,0.0,1.0,0.0,38.0
S010001747-2024,454.0,52.0,35.0,6.0,0.0,2.0,0.0,34.0
S010001748-2021,150.0,0.0,43.0,4.0,0.0,13.0,8.0,8.0
S010001748-2022,186.0,0.0,43.0,4.0,0.0,13.0,2.0,22.0
S010001748-2023,186.0,0.0,34.0,6.0,0.0,20.0,1.0,19.0
S010001748-2024,130.0,0.0,34.0,7.0,0.0,4.0,5.0,19.0
S010001749-2021,135.0,46.0,20.0,4.0,0.0,5.0,8.0,8.0
S010001749-2022,123.0,32.0,20.0,4.0,0.0,5.0,0.0,14.0
S010001749-2023,234.0,32.0,20.0,4.0,0.0,5.0,0.0,13.0
S010001749-2024,522.0,63.0,20.0,4.0,0.0,5.0,0.0,10.0
S010001750-2021,126.0,0.0,24.0,6.0,1.0,9.0,8.0,8.0
S010001750-2022,140.0,0.0,24.0,6.0,1.0,9.0,0.0,80.0
S010001750-2023,143.0,0.0,24.0,6.0,1.0,9.0,0.0,83.0
S010001750-2024,156.0,0.0,24.0,6.0,1.0,9.0,0.0,87.0
S010001751-2021,0.0,4.0,37.0,5.0,0.0,5.0,8.0,8.0
S010001751-2022,56.0,0.0,37.0,5.0,0.0,5.0,0.0,34.0
S010001751-2023,150.0,0.0,31.0,3.0,0.0,11.0,0.0,31.0
S010001751-2024,164.0,0.0,28.0,4.0,0.0,12.0,0.0,28.0
S010001752-2021,377.0,0.0,28.0,0.0,0.0,13.0,8.0,8.0
S010001752-2022,110.0,0.0,28.0,0.0,0.0,13.0,1.0,62.0
S010001752-2023,268.0,30.0,28.0,0.0,0.0,13.0,2.0,50.0
S010001752-2024,228.0,23.0,28.0,0.0,0.0,13.0,24.0,29.0
S010001753-2021,0.0,0.0,14.0,4.0,0.0,5.0,8.0,8.0
S010001753-2022,0.0,0.0,14.0,4.0,0.0,5.0,1.0,13.0
S010001753-2023,0.0,0.0,14.0,4.0,0.0,5.0,0.0,14.0
S010001754-2021,53.0,0.0,20.0,0.0,0.0,6.0,8.0,8.0
S010001754-2022,787.0,9.0,20.0,0.0,0.0,7.0,4.0,16.0
S010001754-2023,827.0,71.0,18.0,0.0,0.0,9.0,8.0,8.0
S010001754-2024,764.0,20.0,18.0,0.0,0.0,9.0,0.0,20.0
S010001755-2021,0.0,0.0,38.0,0.0,0.0,14.0,8.0,8.0
S010001755-2022,62.0,0.0,37.0,0.0,0.0,15.0,0.0,24.0
S010001755-2023,169.0,0.0,33.0,0.0,0.0,15.0,0.0,21.0
S010001755-2024,416.0,0.0,33.0,0.0,0.0,15.0,1.0,21.0
S010001756-2021,252.0,0.0,29.0,11.0,0.0,14.0,8.0,8.0
S010001756-2022,562.0,0.0,28.0,12.0,0.0,14.0,10.0,26.0
S010001756-2023,549.0,0.0,28.0,11.0,0.0,14.0,1.0,33.0
S010001756-2024,371.0,0.0,28.0,11.0,0.0,14.0,1.0,30.0
S010001757-2021,7.0,0.0,35.0,3.0,0.0,5.0,8.0,8.0
S010001757-2022,7.0,0.0,35.0,3.0,0.0,5.0,0.0,17.0
S010001757-2023,10.0,6.0,35.0,3.0,0.0,5.0,0.0,20.0
S010001757-2024,56.0,4.0,35.0,3.0,0.0,5.0,0.0,16.0
S010001758-2021,87.0,0.0,41.0,2.0,0.0,4.0,8.0,8.0
S010001758-2022,209.0,0.0,40.0,1.0,0.0,3.0,1.0,23.0
S010001758-2023,378.0,120.0,40.0,1.0,0.0,3.0,0.0,22.0
S010001758-2024,552.0,7.0,34.0,4.0,0.0,10.0,0.0,25.0
S010001759-2021,284.0,70.0,21.0,4.0,0.0,2.0,8.0,8.0
S010001759-2022,280.0,0.0,21.0,4.0,0.0,2.0,0.0,16.0
S010001759-2023,559.0,101.0,20.0,4.0,0.0,2.0,1.0,15.0
S010001759-2024,608.0,125.0,20.0,4.0,0.0,2.0,6.0,17.0
S010001760-2021,105.0,261.0,20.0,7.0,0.0,3.0,8.0,8.0
S010001760-2022,433.0,7.0,20.0,7.0,0.0,3.0,1.0,13.0
S010001760-2023,423.0,47.0,20.0,6.0,0.0,3.0,1.0,14.0
S010001760-2024,411.0,49.0,18.0,6.0,0.0,3.0,1.0,12.0
S010001761-2021,394.0,0.0,27.0,2.0,0.0,5.0,8.0,8.0
S010001761-2022,413.0,0.0,27.0,2.0,0.0,5.0,0.0,22.0
S010001761-2023,737.0,140.0,27.0,2.0,0.0,5.0,0.0,22.0
S010001761-2024,725.0,193.0,27.0,2.0,0.0,5.0,0.0,23.0
S010001762-2021,541.0,62.0,17.0,8.0,0.0,15.0,8.0,8.0
S010001762-2022,578.0,0.0,16.0,8.0,0.0,16.0,0.0,10.0
S010001762-2023,272.0,0.0,13.0,6.0,0.0,18.0,0.0,8.0
S010001762-2024,615.0,0.0,13.0,6.0,0.0,18.0,0.0,8.0
S010001763-2021,45.0,0.0,23.0,3.0,1.0,2.0,8.0,8.0
S010001763-2022,52.0,0.0,23.0,3.0,1.0,2.0,1.0,15.0
S010001763-2023,117.0,0.0,22.0,4.0,1.0,2.0,1.0,37.0
S010001763-2024,224.0,0.0,24.0,4.0,1.0,2.0,1.0,32.0
S010001764-2021,102.0,0.0,23.0,3.0,0.0,5.0,8.0,8.0
S010001764-2022,103.0,0.0,22.0,4.0,0.0,6.0,0.0,20.0
S010001764-2023,250.0,16.0,20.0,4.0,0.0,6.0,0.0,18.0
S010001764-2024,299.0,18.0,19.0,4.0,0.0,6.0,0.0,17.0
S010001765-2021,1533.0,41.0,38.0,1.0,2.0,14.0,8.0,8.0
S010001765-2022,0.0,0.0,38.0,1.0,2.0,14.0,0.0,30.0
S010001765-2023,806.0,0.0,38.0,1.0,2.0,14.0,0.0,22.0
S010001765-2024,701.0,0.0,31.0,6.0,0.0,5.0,8.0,8.0
S010001766-2021,37.0,82.0,18.0,3.0,0.0,5.0,8.0,8.0
S010001766-2022,559.0,163.0,18.0,2.0,0.0,5.0,0.0,19.0
S010001766-2023,529.0,108.0,18.0,2.0,0.0,5.0,1.0,18.0
S010001766-2024,486.0,174.0,18.0,2.0,0.0,5.0,0.0,17.0
S010001767-2021,239.0,0.0,36.0,0.0,0.0,7.0,8.0,8.0
S010001767-2022,606.0,0.0,36.0,0.0,0.0,7.0,2.0,28.0
S010001767-2023,610.0,0.0,36.0,0.0,0.0,7.0,3.0,26.0
S010001767-2024,458.0,0.0,36.0,0.0,0.0,7.0,3.0,26.0
S010001768-2021,353.0,0.0,19.0,2.0,2.0,7.0,8.0,8.0
S010001768-2022,844.0,0.0,18.0,2.0,2.0,8.0,0.0,17.0
S010001768-2023,1076.0,0.0,18.0,2.0,2.0,8.0,0.0,17.0
S010001768-2024,638.0,0.0,21.0,3.0,1.0,3.0,0.0,16.0
S010001769-2021,322.0,0.0,29.0,1.0,2.0,11.0,8.0,8.0
S010001769-2022,330.0,0.0,29.0,1.0,0.0,8.0,3.0,20.0
S010001769-2023,340.0,0.0,26.0,1.0,0.0,2.0,4.0,12.0
S010001769-2024,183.0,0.0,24.0,1.0,0.0,2.0,4.0,15.0
S010001770-2021,595.0,200.0,18.0,0.0,0.0,12.0,8.0,8.0
S010001770-2022,508.0,109.0,20.0,2.0,0.0,6.0,0.0,18.0
S010001770-2023,467.0,132.0,18.0,4.0,1.0,8.0,1.0,14.0
S010001770-2024,714.0,240.0,17.0,4.0,1.0,9.0,0.0,17.0
S010001771-2021,87.0,0.0,31.0,1.0,0.0,7.0,8.0,8.0
S010001771-2022,92.0,0.0,30.0,1.0,1.0,7.0,1.0,21.0
S010001771-2023,110.0,0.0,30.0,1.0,1.0,7.0,1.0,20.0
S010001771-2024,120.0,0.0,28.0,3.0,1.0,7.0,1.0,19.0
S010001772-2021,156.0,0.0,31.0,2.0,1.0,7.0,8.0,8.0
S010001772-2022,211.0,0.0,31.0,2.0,1.0,7.0,1.0,31.0
S010001772-2023,207.0,0.0,31.0,1.0,1.0,8.0,0.0,31.0
S010001772-2024,209.0,0.0,32.0,1.0,1.0,7.0,0.0,30.0
S010001773-2021,89.0,0.0,18.0,1.0,0.0,2.0,8.0,8.0
S010001773-2022,89.0,0.0,18.0,1.0,0.0,2.0,13.0,13.0
S010001773-2023,359.0,0.0,18.0,1.0,0.0,2.0,0.0,11.0
S010001773-2024,354.0,8.0,21.0,1.0,0.0,3.0,0.0,10.0
S010001774-2021,579.0,136.0,23.0,2.0,0.0,7.0,8.0,8.0
S010001774-2022,641.0,11.0,22.0,6.0,0.0,5.0,4.0,22.0
S010001774-2023,562.0,18.0,22.0,6.0,0.0,5.0,2.0,21.0
S010001774-2024,712.0,12.0,22.0,6.0,0.0,5.0,2.0,20.0
S010001775-2021,152.0,14.0,57.0,1.0,0.0,2.0,8.0,8.0
S010001775-2022,308.0,14.0,57.0,1.0,0.0,2.0,1.0,44.0
S010001775-2023,417.0,45.0,57.0,1.0,0.0,2.0,0.0,2.0
S010001775-2024,460.0,13.0,57.0,1.0,0.0,2.0,1.0,57.0
S010001776-2021,430.0,0.0,37.0,5.0,0.0,3.0,8.0,8.0
S010001776-2022,460.0,0.0,34.0,5.0,0.0,6.0,3.0,34.0
S010001776-2023,450.0,10.0,33.0,5.0,0.0,6.0,1.0,33.0
S010001776-2024,500.0,20.0,33.0,5.0,0.0,6.0,1.0,28.0
S010001777-2021,143.0,4.0,38.0,0.0,0.0,4.0,8.0,8.0
S010001777-2022,0.0,0.0,38.0,0.0,0.0,4.0,0.0,26.0
S010001777-2024,368.0,0.0,38.0,0.0,0.0,4.0,0.0,28.0
S010001778-2021,104.0,0.0,24.0,7.0,0.0,2.0,8.0,8.0
S010001778-2022,112.0,0.0,23.0,7.0,0.0,3.0,0.0,23.0
S010001778-2023,115.0,0.0,21.0,3.0,0.0,8.0,0.0,23.0
S010001778-2024,123.0,0.0,21.0,3.0,0.0,8.0,0.0,22.0
S010001779-2021,150.0,0.0,60.0,0.0,2.0,3.0,8.0,8.0
S010001779-2022,430.0,0.0,60.0,0.0,2.0,3.0,1.0,41.0
S010001779-2023,308.0,16.0,60.0,0.0,2.0,3.0,3.0,40.0
S010001779-2024,375.0,0.0,60.0,0.0,2.0,3.0,1.0,38.0
S010001780-2021,612.0,17.0,14.0,5.0,0.0,7.0,8.0,8.0
S010001780-2022,615.0,105.0,14.0,5.0,0.0,7.0,1.0,13.0
S010001780-2023,425.0,85.0,12.0,5.0,0.0,7.0,0.0,13.0
S010001780-2024,470.0,32.0,12.0,5.0,0.0,7.0,0.0,12.0
S010001781-2021,0.0,8.0,53.0,0.0,0.0,1.0,8.0,8.0
S010001781-2022,1127.0,0.0,53.0,0.0,0.0,1.0,0.0,42.0
S010001781-2023,906.0,0.0,39.0,3.0,0.0,4.0,0.0,44.0
S010001781-2024,303.0,0.0,39.0,3.0,0.0,4.0,2.0,40.0
S010001782-2021,0.0,97.0,38.0,0.0,0.0,6.0,8.0,8.0
S010001782-2022,0.0,100.0,37.0,0.0,0.0,8.0,2.0,37.0
S010001782-2023,0.0,92.0,37.0,0.0,0.0,8.0,2.0,35.0
S010001782-2024,0.0,150.0,37.0,0.0,0.0,8.0,2.0,33.0
S010001783-2021,98.0,0.0,22.0,8.0,0.0,18.0,8.0,8.0
S010001783-2022,106.0,0.0,22.0,8.0,0.0,18.0,0.0,19.0
S010001783-2023,171.0,0.0,22.0,8.0,0.0,18.0,0.0,18.0
S010001783-2024,265.0,0.0,19.0,8.0,0.0,18.0,0.0,18.0
S010001784-2021,410.0,272.0,45.0,5.0,0.0,7.0,8.0,8.0
S010001784-2022,559.0,119.0,45.0,5.0,0.0,7.0,1.0,44.0
S010001784-2023,322.0,337.0,45.0,5.0,0.0,7.0,0.0,42.0
S010001784-2024,425.0,15.0,45.0,5.0,0.0,7.0,0.0,39.0
S010001785-2021,145.0,0.0,19.0,3.0,0.0,3.0,8.0,8.0
S010001785-2022,273.0,0.0,17.0,3.0,0.0,3.0,0.0,17.0
S010001785-2023,81.0,0.0,17.0,3.0,0.0,3.0,2.0,15.0
S010001785-2024,147.0,0.0,17.0,3.0,0.0,3.0,0.0,15.0
S010001786-2021,0.0,0.0,44.0,4.0,0.0,4.0,8.0,8.0
S010001786-2022,0.0,0.0,44.0,4.0,0.0,4.0,0.0,40.0
S010001786-2023,69.0,0.0,44.0,4.0,0.0,4.0,0.0,28.0
S010001786-2024,0.0,0.0,35.0,5.0,0.0,4.0,0.0,26.0
S010001787-2021,0.0,431.0,20.0,3.0,0.0,3.0,8.0,8.0
S010001787-2022,300.0,0.0,20.0,3.0,0.0,3.0,0.0,11.0
S010001787-2023,310.0,0.0,20.0,3.0,0.0,3.0,5.0,4.0
S010001787-2024,340.0,18.0,20.0,3.0,0.0,3.0,6.0,3.0
S010001788-2021,0.0,75.0,39.0,1.0,0.0,3.0,8.0,8.0
S010001788-2022,224.0,3.0,39.0,1.0,0.0,3.0,0.0,21.0
S010001788-2023,206.0,9.0,38.0,1.0,0.0,3.0,0.0,38.0
S010001788-2024,231.0,11.0,37.0,1.0,0.0,3.0,0.0,27.0
S010001789-2021,128.0,0.0,38.0,2.0,0.0,8.0,8.0,8.0
S010001789-2022,125.0,0.0,38.0,2.0,0.0,8.0,0.0,26.0
S010001789-2023,130.0,0.0,38.0,2.0,0.0,8.0,0.0,26.0
S010001789-2024,261.0,0.0,38.0,2.0,0.0,8.0,1.0,27.0
S010001790-2021,66.0,0.0,43.0,2.0,0.0,7.0,8.0,8.0
S010001790-2022,144.0,0.0,41.0,2.0,0.0,8.0,2.0,91.0
S010001790-2023,256.0,0.0,43.0,0.0,0.0,13.0,3.0,56.0
S010001790-2024,616.0,46.0,43.0,0.0,0.0,13.0,4.0,44.0
S010001791-2021,137.0,0.0,42.0,1.0,0.0,8.0,8.0,8.0
S010001791-2022,298.0,0.0,42.0,1.0,0.0,8.0,3.0,28.0
S010001791-2023,492.0,0.0,38.0,3.0,0.0,4.0,32.0,25.0
S010001791-2024,490.0,0.0,32.0,9.0,0.0,4.0,35.0,32.0
S010001792-2021,0.0,0.0,27.0,0.0,8.0,6.0,8.0,8.0
S010001792-2022,0.0,0.0,27.0,0.0,8.0,6.0,4.0,24.0
S010001792-2023,347.0,0.0,27.0,0.0,8.0,6.0,5.0,24.0
S010001792-2024,876.0,0.0,27.0,0.0,8.0,6.0,5.0,24.0
S010001793-2021,50.0,0.0,33.0,0.0,28.0,2.0,8.0,8.0
S010001793-2022,56.0,0.0,33.0,0.0,28.0,2.0,0.0,20.0
