key,지역,정보공시 학교코드,학교명,교과교실제(지정?운영),자율학교(지정?운영),수준별 수업(운영),전체학생수,연간1인당 보건실이용건수,일반직계,별정직계(2018년이후),기타직계(2019년이후),특수학급 학급당 학생수,순회학급 학급당 학생수,수업교원 1인당 학생수,체육장 개방여부,체육관 개방여부,강당 개방여부,일반교과교실 개방여부,특별교실 개방여부,시청각실 개방여부,수석교사(계),전문상담교사(계),사서교사(계),보건교사(계),영양교사(계),체력 1등급 (%),체력 2등급 (%),체력 3등급 (%),체력 4등급 (%),체력 5등급 (%)
S010000380-2023,서울특별시 강서구,S010000380,경복여자고등학교,1,0,0,602.0,7.4,7.0,0.0,2.0,0.0,0.0,12.9,시설없음,시설없음,시설없음,무,무,무,0.0,2.0,0.0,1.0,0.0,0.03247863247863248,0.5025641025641026,0.39487179487179486,0.06666666666666667,0.003418803418803419
S010000380-2024,서울특별시 강서구,S010000380,경복여자고등학교,1,0,0,604.0,5.2,8.0,0.0,1.0,0.0,0.0,12.2,시설없음,시설없음,시설없음,무,무,무,0.0,1.0,0.0,1.0,0.0,0.06722689075630252,0.4890756302521008,0.4117647058823529,0.02857142857142857,0.0033613445378151263
S010000381-2021,서울특별시 마포구,S010000381,경성고등학교,1,0,1,664.0,1.5,5.0,0.0,1.0,0.0,0.0,13.6,유,시설없음,시설없음,무,무,시설없음,0.0,1.0,0.0,2.0,1.0,0.06722689075630252,0.4890756302521008,0.4117647058823529,0.02857142857142857,0.0033613445378151263
S010000381-2022,서울특별시 마포구,S010000381,경성고등학교,1,0,1,637.0,4.2,4.0,0.0,1.0,0.0,0.0,13.6,유,시설없음,시설없음,무,무,시설없음,0.0,1.0,0.0,2.0,1.0,0.0703125,0.23125,0.359375,0.2421875,0.096875
S010000381-2023,서울특별시 마포구,S010000381,경성고등학교,1,0,1,638.0,7.1,5.0,0.0,1.0,0.0,0.0,13.3,유,시설없음,시설없음,무,무,시설없음,0.0,2.0,0.0,2.0,1.0,0.039936102236421724,0.24281150159744408,0.38498402555910544,0.2523961661341853,0.07987220447284345
S010000381-2024,서울특별시 마포구,S010000381,경성고등학교,1,0,1,639.0,5.1,5.0,0.0,4.0,4.0,0.0,13.4,유,시설없음,시설없음,무,무,시설없음,0.0,1.0,0.0,2.0,1.0,0.03937007874015748,0.32125984251968503,0.3669291338582677,0.22362204724409449,0.048818897637795275
S010000382-2021,서울특별시 종로구,S010000382,경신고등학교,1,0,0,565.0,2.3,5.0,0.0,8.0,0.0,0.0,10.8,유,무,유,유,유,유,0.0,2.0,1.0,1.0,0.0,0.03937007874015748,0.32125984251968503,0.3669291338582677,0.22362204724409449,0.048818897637795275
S010000382-2022,서울특별시 종로구,S010000382,경신고등학교,1,0,1,498.0,4.4,5.0,0.0,5.0,0.0,0.0,10.6,유,무,유,유,유,유,0.0,2.0,1.0,1.0,0.0,0.03469387755102041,0.3020408163265306,0.44693877551020406,0.18979591836734694,0.026530612244897958
S010000382-2023,서울특별시 종로구,S010000382,경신고등학교,1,0,1,465.0,4.3,4.0,0.0,5.0,0.0,0.0,10.5,유,무,유,유,유,유,0.0,1.0,1.0,1.0,0.0,0.013392857142857142,0.22544642857142858,0.41517857142857145,0.27232142857142855,0.07366071428571429
S010000382-2024,서울특별시 종로구,S010000382,경신고등학교,1,0,0,463.0,5.2,7.0,0.0,8.0,0.0,0.0,10.3,유,무,유,유,유,유,0.0,1.0,1.0,1.0,0.0,0.015765765765765764,0.22747747747747749,0.4864864864864865,0.22972972972972974,0.04054054054054054
S010000383-2021,서울특별시 구로구,S010000383,경인고등학교,1,0,1,1081.0,1.8,7.0,0.0,10.0,5.3,0.0,13.8,유,유,시설없음,유,유,유,0.0,0.0,1.0,1.0,0.0,0.015765765765765764,0.22747747747747749,0.4864864864864865,0.22972972972972974,0.04054054054054054
S010000383-2022,서울특별시 구로구,S010000383,경인고등학교,1,0,1,1075.0,2.4,6.0,0.0,8.0,6.0,0.0,13.0,유,유,시설없음,유,유,유,0.0,0.0,1.0,1.0,1.0,0.020465116279069766,0.2372093023255814,0.5041860465116279,0.20651162790697675,0.03162790697674418
S010000383-2023,서울특별시 구로구,S010000383,경인고등학교,1,0,1,1079.0,4.3,5.0,0.0,7.0,5.3,0.0,13.5,유,유,시설없음,유,유,유,1.0,1.0,2.0,2.0,1.0,0.016933207902163686,0.2521166509877705,0.4816556914393227,0.22671683913452492,0.022577610536218252
S010000383-2024,서울특별시 구로구,S010000383,경인고등학교,0,0,0,1095.0,4.5,5.0,0.0,7.0,6.7,0.0,14.1,유,유,시설없음,유,유,무,1.0,1.0,1.0,2.0,1.0,0.023809523809523808,0.27014652014652013,0.4899267399267399,0.19505494505494506,0.021062271062271064
S010000384-2021,서울특별시 동대문구,S010000384,경희고등학교,0,0,0,736.0,1.5,5.0,0.0,8.0,0.0,0.0,14.8,유,시설없음,무,무,무,시설없음,0.0,0.0,1.0,1.0,0.0,0.023809523809523808,0.27014652014652013,0.4899267399267399,0.19505494505494506,0.021062271062271064
S010000384-2022,서울특별시 동대문구,S010000384,경희고등학교,0,0,0,727.0,3.0,5.0,0.0,8.0,0.0,0.0,14.1,유,시설없음,무,무,무,시설없음,0.0,0.0,1.0,1.0,0.0,0.08272859216255443,0.3033381712626996,0.39477503628447025,0.20174165457184326,0.01741654571843251
S010000384-2023,서울특별시 동대문구,S010000384,경희고등학교,0,0,0,707.0,3.9,5.0,0.0,8.0,0.0,0.0,14.2,유,시설없음,무,무,무,시설없음,0.0,0.0,1.0,1.0,0.0,0.039473684210526314,0.2222222222222222,0.4605263157894737,0.24853801169590642,0.029239766081871343
S010000384-2024,서울특별시 동대문구,S010000384,경희고등학교,0,0,0,726.0,4.9,5.0,0.0,8.0,0.0,0.0,14.9,유,시설없음,무,무,무,시설없음,0.0,0.0,1.0,1.0,0.0,0.04788732394366197,0.28732394366197184,0.4732394366197183,0.17464788732394365,0.016901408450704224
S010000385-2021,서울특별시 동대문구,S010000385,경희여자고등학교,0,0,0,463.0,2.0,5.0,0.0,5.0,0.0,0.0,8.5,유,시설없음,유,유,유,유,1.0,1.0,0.0,2.0,0.0,0.04788732394366197,0.28732394366197184,0.4732394366197183,0.17464788732394365,0.016901408450704224
S010000385-2022,서울특별시 동대문구,S010000385,경희여자고등학교,0,0,0,442.0,3.7,5.0,0.0,2.0,0.0,0.0,7.8,유,시설없음,유,유,유,유,0.0,1.0,0.0,1.0,0.0,0.011547344110854504,0.11778290993071594,0.4018475750577367,0.371824480369515,0.09699769053117784
S010000385-2023,서울특별시 동대문구,S010000385,경희여자고등학교,0,0,0,390.0,7.6,4.0,0.0,2.0,0.0,0.0,7.5,유,시설없음,유,유,유,유,0.0,1.0,0.0,2.0,0.0,0.011363636363636364,0.23579545454545456,0.4034090909090909,0.3068181818181818,0.04261363636363636
S010000385-2024,서울특별시 동대문구,S010000385,경희여자고등학교,1,0,0,369.0,4.0,6.0,0.0,3.0,0.0,0.0,8.3,유,시설없음,유,유,유,유,0.0,1.0,0.0,2.0,0.0,0.013736263736263736,0.21978021978021978,0.46703296703296704,0.2664835164835165,0.03296703296703297
S010000386-2021,서울특별시 성북구,S010000386,계성고등학교,1,0,0,851.0,4.3,5.0,0.0,3.0,5.3,0.0,12.3,유,시설없음,무,무,무,무,1.0,1.0,1.0,1.0,1.0,0.013736263736263736,0.21978021978021978,0.46703296703296704,0.2664835164835165,0.03296703296703297
S010000386-2022,서울특별시 성북구,S010000386,계성고등학교,1,0,0,802.0,6.6,6.0,0.0,2.0,6.0,0.0,11.9,유,시설없음,무,무,무,무,0.0,1.0,1.0,1.0,1.0,0.01240694789081886,0.20595533498759305,0.4627791563275434,0.2531017369727047,0.06575682382133995
S010000386-2023,서울특별시 성북구,S010000386,계성고등학교,1,0,0,795.0,11.6,6.0,0.0,2.0,5.7,0.0,12.4,유,시설없음,무,무,무,무,0.0,1.0,1.0,1.0,1.0,0.012578616352201259,0.14842767295597484,0.37735849056603776,0.3421383647798742,0.11949685534591195
S010000386-2024,서울특별시 성북구,S010000386,계성고등학교,1,0,0,832.0,9.4,5.0,0.0,2.0,6.3,0.0,13.2,유,시설없음,유,유,유,유,0.0,1.0,1.0,1.0,1.0,0.00980392156862745,0.2193627450980392,0.508578431372549,0.23284313725490197,0.029411764705882353
S010000387-2021,서울특별시 성북구,S010000387,고려대학교사범대학부속고등학교,0,0,1,717.0,1.7,6.0,0.0,3.0,0.0,0.0,12.6,유,유,시설없음,유,무,무,0.0,1.0,1.0,1.0,0.0,0.00980392156862745,0.2193627450980392,0.508578431372549,0.23284313725490197,0.029411764705882353
S010000387-2022,서울특별시 성북구,S010000387,고려대학교사범대학부속고등학교,0,0,1,706.0,2.7,6.0,0.0,5.0,0.0,0.0,12.8,유,유,시설없음,유,무,무,0.0,1.0,2.0,1.0,0.0,0.0056657223796034,0.254957507082153,0.6430594900849859,0.08640226628895184,0.009915014164305949
S010000387-2023,서울특별시 성북구,S010000387,고려대학교사범대학부속고등학교,0,0,1,681.0,6.4,6.0,0.0,5.0,0.0,0.0,12.0,유,유,시설없음,유,무,무,0.0,1.0,1.0,2.0,0.0,0.008849557522123894,0.28023598820059,0.584070796460177,0.12536873156342182,0.0014749262536873156
S010000387-2024,서울특별시 성북구,S010000387,고려대학교사범대학부속고등학교,0,0,1,694.0,5.7,6.0,0.0,4.0,0.0,0.0,12.4,유,유,시설없음,유,무,무,0.0,1.0,1.0,1.0,0.0,0.00723589001447178,0.24167872648335745,0.6295224312590448,0.12011577424023155,0.001447178002894356
S010000388-2021,서울특별시 구로구,S010000388,고척고등학교,0,0,0,760.0,1.8,6.0,0.0,11.0,4.3,0.0,12.5,유,무,시설없음,무,무,무,0.0,1.0,1.0,1.0,0.0,0.00723589001447178,0.24167872648335745,0.6295224312590448,0.12011577424023155,0.001447178002894356
S010000388-2022,서울특별시 구로구,S010000388,고척고등학교,0,0,0,739.0,2.6,7.0,0.0,10.0,4.3,0.0,12.7,유,무,시설없음,무,무,무,0.0,1.0,1.0,1.0,0.0,0.034106412005457026,0.2783083219645293,0.40109140518417463,0.24556616643929058,0.040927694406548434
S010000388-2023,서울특별시 구로구,S010000388,고척고등학교,0,0,0,725.0,4.2,4.0,0.0,10.0,4.7,0.0,11.4,유,무,시설없음,무,무,무,0.0,1.0,1.0,2.0,0.0,0.022253129346314324,0.2753824756606398,0.4617524339360223,0.20723226703755215,0.03337969401947149
S010000388-2024,서울특별시 구로구,S010000388,고척고등학교,0,0,0,753.0,6.1,4.0,0.0,10.0,6.0,0.0,12.9,유,무,시설없음,무,무,무,0.0,1.0,1.0,3.0,0.0,0.0326530612244898,0.37006802721088433,0.4108843537414966,0.1673469387755102,0.01904761904761905
S010000389-2021,서울특별시 강서구,S010000389,공항고등학교,0,0,1,591.0,3.7,5.0,0.0,11.0,3.5,0.0,11.7,유,유,시설없음,유,무,무,0.0,1.0,2.0,1.0,0.0,0.0326530612244898,0.37006802721088433,0.4108843537414966,0.1673469387755102,0.01904761904761905
S010000389-2022,서울특별시 강서구,S010000389,공항고등학교,0,0,1,633.0,6.5,6.0,0.0,11.0,4.7,0.0,11.4,유,유,시설없음,유,무,무,0.0,1.0,1.0,1.0,0.0,0.0016260162601626016,0.19349593495934958,0.4878048780487805,0.26991869918699185,0.04715447154471545
S010000389-2023,서울특별시 강서구,S010000389,공항고등학교,0,0,1,640.0,9.4,5.0,0.0,11.0,5.3,0.0,11.9,유,유,시설없음,유,무,무,0.0,1.0,1.0,1.0,0.0,0.019543973941368076,0.1970684039087948,0.46905537459283386,0.25895765472312704,0.05537459283387622
S010000389-2024,서울특별시 강서구,S010000389,공항고등학교,0,0,0,645.0,7.8,5.0,0.0,11.0,6.7,0.0,12.2,유,유,시설없음,유,무,유,0.0,1.0,1.0,1.0,0.0,0.008,0.2464,0.488,0.2224,0.0352
S010000390-2021,서울특별시 영등포구,S010000390,관악고등학교,0,0,0,702.0,2.7,5.0,0.0,10.0,3.0,0.0,13.2,유,유,시설없음,유,무,시설없음,0.0,0.0,1.0,1.0,0.0,0.008,0.2464,0.488,0.2224,0.0352
S010000390-2022,서울특별시 영등포구,S010000390,관악고등학교,0,0,0,725.0,5.4,5.0,0.0,10.0,3.7,0.0,14.3,유,유,시설없음,유,무,시설없음,0.0,0.0,2.0,1.0,0.0,0.10212765957446808,0.43546099290780144,0.34609929078014184,0.10070921985815603,0.015602836879432624
S010000390-2023,서울특별시 영등포구,S010000390,관악고등학교,0,0,0,730.0,6.6,4.0,0.0,9.0,3.0,0.0,12.8,유,무,시설없음,유,무,시설없음,0.0,0.0,2.0,2.0,0.0,0.08196721311475409,0.4016393442622951,0.3907103825136612,0.10245901639344263,0.023224043715846996
S010000390-2024,서울특별시 영등포구,S010000390,관악고등학교,0,0,0,741.0,5.5,4.0,0.0,8.0,2.7,0.0,12.6,유,무,시설없음,유,무,시설없음,0.0,0.0,1.0,1.0,0.0,0.09523809523809523,0.4204081632653061,0.3523809523809524,0.11156462585034013,0.02040816326530612
S010000391-2021,서울특별시 광진구,S010000391,광남고등학교,0,0,0,1081.0,4.4,7.0,0.0,9.0,0.0,0.0,12.4,유,유,시설없음,유,유,유,1.0,0.0,1.0,1.0,0.0,0.09523809523809523,0.4204081632653061,0.3523809523809524,0.11156462585034013,0.02040816326530612
S010000391-2022,서울특별시 광진구,S010000391,광남고등학교,0,0,0,1088.0,6.1,7.0,0.0,9.0,0.0,0.0,12.1,유,유,시설없음,유,유,유,1.0,0.0,1.0,2.0,0.0,0.013812154696132596,0.23296500920810312,0.48250460405156537,0.22283609576427257,0.04788213627992634
S010000391-2023,서울특별시 광진구,S010000391,광남고등학교,0,0,0,1069.0,6.8,7.0,0.0,7.0,0.0,0.0,12.3,유,유,시설없음,유,유,시설없음,0.0,0.0,1.0,2.0,0.0,0.017424975798644726,0.28267182962245885,0.4782187802516941,0.2042594385285576,0.017424975798644726
S010000391-2024,서울특별시 광진구,S010000391,광남고등학교,0,0,0,1059.0,8.7,7.0,0.0,7.0,0.0,0.0,13.1,무,무,시설없음,유,무,시설없음,0.0,0.0,1.0,3.0,0.0,0.007766990291262136,0.2543689320388349,0.5155339805825243,0.19611650485436893,0.02621359223300971
S010000392-2021,서울특별시 강동구,S010000392,광문고등학교,0,0,1,1059.0,1.5,6.0,0.0,5.0,0.0,0.0,13.7,유,유,시설없음,무,무,시설없음,0.0,2.0,0.0,1.0,0.0,0.007766990291262136,0.2543689320388349,0.5155339805825243,0.19611650485436893,0.02621359223300971
S010000392-2022,서울특별시 강동구,S010000392,광문고등학교,1,0,1,1028.0,3.4,6.0,0.0,3.0,0.0,0.0,13.8,유,유,시설없음,무,무,시설없음,0.0,1.0,0.0,1.0,0.0,0.02737047898338221,0.2482893450635386,0.47702834799608995,0.2238514173998045,0.02346041055718475
S010000392-2023,서울특별시 강동구,S010000392,광문고등학교,1,0,1,1033.0,5.1,8.0,0.0,3.0,0.0,0.0,14.5,유,유,시설없음,무,무,시설없음,0.0,1.0,0.0,1.0,0.0,0.04129793510324484,0.31268436578171094,0.4326450344149459,0.18190757128810225,0.03146509341199607
S010000392-2024,서울특별시 강동구,S010000392,광문고등학교,1,0,0,1104.0,4.3,8.0,0.0,2.0,0.0,0.0,15.5,유,유,시설없음,무,무,시설없음,0.0,1.0,0.0,1.0,0.0,0.022914757103574702,0.3528872593950504,0.4537121906507791,0.15123739688359303,0.01924839596700275
S010000393-2021,서울특별시 마포구,S010000393,광성고등학교,0,0,0,724.0,5.6,6.0,0.0,8.0,0.0,0.0,13.1,유,유,유,유,유,유,0.0,1.0,1.0,1.0,0.0,0.022914757103574702,0.3528872593950504,0.4537121906507791,0.15123739688359303,0.01924839596700275
S010000393-2022,서울특별시 마포구,S010000393,광성고등학교,0,0,0,747.0,2.4,5.0,0.0,9.0,0.0,0.0,12.0,유,유,유,유,유,유,0.0,1.0,1.0,1.0,0.0,0.005420054200542005,0.2140921409214092,0.6829268292682927,0.0921409214092141,0.005420054200542005
S010000393-2023,서울특별시 마포구,S010000393,광성고등학교,0,0,0,706.0,6.7,6.0,0.0,11.0,0.0,0.0,12.9,유,유,유,유,유,유,0.0,1.0,1.0,1.0,0.0,0.005856515373352855,0.2005856515373353,0.6954612005856515,0.09809663250366032,0.0
S010000393-2024,서울특별시 마포구,S010000393,광성고등학교,0,0,0,738.0,7.0,7.0,0.0,6.0,0.0,0.0,13.3,유,유,유,유,유,유,0.0,1.0,2.0,1.0,0.0,0.001394700139470014,0.19386331938633194,0.6820083682008368,0.11576011157601115,0.00697350069735007
S010000394-2021,서울특별시 관악구,S010000394,광신고등학교,0,0,0,545.0,3.0,5.0,0.0,6.0,0.0,0.0,10.4,유,무,무,무,무,시설없음,0.0,1.0,1.0,2.0,0.0,0.001394700139470014,0.19386331938633194,0.6820083682008368,0.11576011157601115,0.00697350069735007
S010000394-2022,서울특별시 관악구,S010000394,광신고등학교,0,0,0,521.0,4.7,5.0,0.0,5.0,0.0,0.0,10.6,유,무,무,무,무,시설없음,0.0,1.0,1.0,2.0,0.0,0.011695906432748537,0.30409356725146197,0.5964912280701754,0.06042884990253411,0.02729044834307992
S010000394-2023,서울특별시 관악구,S010000394,광신고등학교,0,0,0,507.0,6.0,6.0,0.0,7.0,0.0,0.0,10.7,유,무,무,무,무,시설없음,0.0,1.0,1.0,1.0,0.0,0.04408817635270541,0.44288577154308617,0.4028056112224449,0.09819639278557114,0.012024048096192385
S010000394-2024,서울특별시 관악구,S010000394,광신고등학교,0,0,0,515.0,7.9,7.0,0.0,7.0,0.0,0.0,11.5,유,시설없음,무,무,무,시설없음,0.0,1.0,1.0,1.0,0.0,0.019267822736030827,0.21772639691714837,0.5163776493256262,0.22157996146435452,0.025048169556840076
S010000395-2021,서울특별시 광진구,S010000395,광양고등학교,0,0,0,516.0,2.0,5.0,0.0,8.0,6.0,0.0,10.2,유,유,시설없음,무,무,무,1.0,1.0,1.0,1.0,0.0,0.019267822736030827,0.21772639691714837,0.5163776493256262,0.22157996146435452,0.025048169556840076
S010000395-2022,서울특별시 광진구,S010000395,광양고등학교,0,0,0,501.0,3.4,6.0,0.0,7.0,4.3,0.0,10.7,유,유,시설없음,무,무,무,0.0,1.0,1.0,1.0,0.0,0.0041928721174004195,0.2348008385744235,0.49056603773584906,0.2389937106918239,0.031446540880503145
S010000395-2023,서울특별시 광진구,S010000395,광양고등학교,0,0,0,480.0,6.3,6.0,0.0,7.0,3.3,0.0,11.0,유,유,시설없음,무,무,무,0.0,1.0,1.0,1.0,0.0,0.01126126126126126,0.22297297297297297,0.5292792792792793,0.20495495495495494,0.03153153153153153
S010000395-2024,서울특별시 광진구,S010000395,광양고등학교,0,0,0,494.0,6.8,5.0,0.0,7.0,4.3,0.0,11.7,유,유,시설없음,무,무,무,0.0,1.0,1.0,2.0,0.0,0.022448979591836733,0.3122448979591837,0.4673469387755102,0.17346938775510204,0.024489795918367346
S010000396-2021,서울특별시 양천구,S010000396,광영고등학교,0,0,0,864.0,1.9,6.0,0.0,6.0,0.0,0.0,11.4,무,시설없음,시설없음,무,무,무,0.0,1.0,0.0,1.0,0.0,0.022448979591836733,0.3122448979591837,0.4673469387755102,0.17346938775510204,0.024489795918367346
S010000396-2022,서울특별시 양천구,S010000396,광영고등학교,0,0,0,821.0,3.2,6.0,0.0,3.0,0.0,0.0,12.1,무,시설없음,시설없음,무,무,무,0.0,1.0,0.0,1.0,0.0,0.04084158415841584,0.36633663366336633,0.5012376237623762,0.08044554455445545,0.011138613861386138
S010000396-2023,서울특별시 양천구,S010000396,광영고등학교,0,0,0,832.0,3.1,6.0,0.0,3.0,0.0,0.0,12.2,무,시설없음,시설없음,무,무,무,0.0,1.0,0.0,1.0,0.0,0.11764705882352941,0.4105392156862745,0.4056372549019608,0.06495098039215687,0.0012254901960784314
S010000396-2024,서울특별시 양천구,S010000396,광영고등학교,0,0,0,839.0,3.3,6.0,0.0,2.0,0.0,0.0,13.3,무,시설없음,시설없음,무,무,무,0.0,1.0,0.0,1.0,0.0,0.05548854041013269,0.43546441495778043,0.4016887816646562,0.1037394451145959,0.0036188178528347406
S010000397-2021,서울특별시 양천구,S010000397,광영여자고등학교,0,0,0,902.0,1.4,6.0,0.0,2.0,0.0,0.0,11.5,시설없음,무,시설없음,무,무,시설없음,0.0,1.0,0.0,1.0,0.0,0.05548854041013269,0.43546441495778043,0.4016887816646562,0.1037394451145959,0.0036188178528347406
S010000397-2022,서울특별시 양천구,S010000397,광영여자고등학교,0,0,0,841.0,3.0,5.0,0.0,1.0,0.0,0.0,11.5,시설없음,무,시설없음,무,무,시설없음,0.0,1.0,0.0,1.0,0.0,0.11893203883495146,0.4830097087378641,0.345873786407767,0.04975728155339806,0.0024271844660194173
S010000397-2023,서울특별시 양천구,S010000397,광영여자고등학교,0,0,0,795.0,3.5,6.0,0.0,3.0,0.0,0.0,12.3,시설없음,무,시설없음,무,무,시설없음,0.0,1.0,0.0,1.0,0.0,0.056962025316455694,0.38354430379746834,0.46582278481012657,0.09367088607594937,0.0
S010000397-2024,서울특별시 양천구,S010000397,광영여자고등학교,0,0,0,848.0,4.0,7.0,0.0,3.0,0.0,0.0,13.4,시설없음,유,시설없음,무,무,시설없음,0.0,1.0,0.0,1.0,0.0,0.02403846153846154,0.33653846153846156,0.5108173076923077,0.12620192307692307,0.002403846153846154
S010000398-2021,서울특별시 구로구,S010000398,구로고등학교,0,0,1,863.0,1.8,4.0,0.0,9.0,0.0,0.0,12.7,유,유,무,유,유,유,0.0,0.0,0.0,1.0,0.0,0.02403846153846154,0.33653846153846156,0.5108173076923077,0.12620192307692307,0.002403846153846154
S010000398-2022,서울특별시 구로구,S010000398,구로고등학교,0,0,0,902.0,2.9,4.0,0.0,9.0,0.0,0.0,12.6,유,유,무,유,유,유,0.0,0.0,0.0,1.0,0.0,0.04826038159371493,0.32098765432098764,0.4500561167227834,0.16161616161616163,0.019079685746352413
S010000398-2023,서울특별시 구로구,S010000398,구로고등학교,0,0,0,892.0,4.4,3.0,0.0,8.0,0.0,0.0,13.7,유,유,무,유,유,유,0.0,0.0,0.0,1.0,1.0,0.03720405862457723,0.2807215332581736,0.455467869222097,0.20631341600901917,0.020293122886133032
