학교코드_공시연도,지역,정보공시 학교코드,학교명,지도교사수-동아리?학생자치활동,지도교사수-또래활동,지도교사수-교육주간 활동,지도교사수-기타 학교폭력 예방활동,참여학생수-동아리?학생자치활동,참여학생수-또래활동,참여학생수-교육주간 활동,참여학생수-기타 학교폭력 예방활동,전체학생수_안전교육 계획 및 실시현황,생활안전교육 시간(단위활동차시)-합계,교통안전교육 시간(단위활동차시)-합계,폭력예방및신변보호교육 시간(단위활동차시)-합계,약물중독예방교육 시간(단위활동차시) - 합계 (2020년 이후),지능정보서비스과의존관련교육 시간(단위활동차시) - 합계 (2023년 이후),직업안전교육 시간(단위활동차시)-합계,응급처치교육 시간(단위활동차시)-합계,주 출입구 접근로 설치여부,장애인 전용 주차구역 지정여부,주 출입구 높이차이 제거여부,출입구(문) 설치유무,복도,계단/승강기/경사로/휠체어리프트 유무,장애인용 대변기 설치여부,장애인용 소변기 설치여부,점자블록 설치여부,유도 및 안내설비 설치여부,경보 및 피난설비 설치여부
S010000386-2022,서울특별시 성북구,S010000386,계성고등학교,1,1,0,0,30,10,0,0,802,14,14,12,2,2,4,7,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000386-2023,서울특별시 성북구,S010000386,계성고등학교,1,1,0,0,30,10,0,0,795,14,12,11,6,5,4,5,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000386-2024,서울특별시 성북구,S010000386,계성고등학교,1,1,0,0,30,10,0,0,832,14,10,8,6,6,4,6,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000387-2021,서울특별시 성북구,S010000387,고려대학교사범대학부속고등학교,0,1,0,0,0,23,0,0,717,29.6,23.3,14.6,5,5.5,3.3,9.9,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치
S010000387-2022,서울특별시 성북구,S010000387,고려대학교사범대학부속고등학교,0,1,0,0,0,21,0,0,706,10.1,8.1,15.6,7,3.5,4.1,5.6,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치
S010000387-2023,서울특별시 성북구,S010000387,고려대학교사범대학부속고등학교,0,1,0,0,0,16,0,0,681,10.1,8.1,15.6,7,3.5,4.1,5.6,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치
S010000387-2024,서울특별시 성북구,S010000387,고려대학교사범대학부속고등학교,0,1,0,0,0,16,0,0,694,10.1,9.6,15.8,5.3,4,7.8,7.9,적정설치,적정설치,적정설치,미설치,미설치,적정설치,적정설치,적정설치,적정설치,미설치,미설치
S010000388-2021,서울특별시 구로구,S010000388,고척고등학교,10,10,0,15,254,172,0,362,760,10,10,10,6,4,3,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000388-2022,서울특별시 구로구,S010000388,고척고등학교,4,1,5,3,47,27,739,30,739,10,10,10,5,5,3,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000388-2023,서울특별시 구로구,S010000388,고척고등학교,4,1,5,3,47,27,725,30,725,10,10,10,5,5,3,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000388-2024,서울특별시 구로구,S010000388,고척고등학교,4,1,4,3,19,23,749,31,753,10,10,18,5,5,3,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000389-2021,서울특별시 강서구,S010000389,공항고등학교,4,1,0,3,594,14,0,8,591,8,8,5,3,2,1,1,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000389-2022,서울특별시 강서구,S010000389,공항고등학교,1,1,2,2,11,16,630,12,633,8,8,8,3,4,1,1,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000389-2023,서울특별시 강서구,S010000389,공항고등학교,0,0,2,2,0,0,628,12,640,8,8,8,2,3,1,1,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000389-2024,서울특별시 강서구,S010000389,공항고등학교,0,0,1,0,0,0,645,0,645,10,10,10,5,5,3,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000390-2021,서울특별시 영등포구,S010000390,관악고등학교,1,1,0,0,12,12,0,0,702,10,10,10,5,5,3,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000390-2022,서울특별시 영등포구,S010000390,관악고등학교,1,0,0,0,32,0,0,0,725,10,14,18,6,4,7,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000390-2023,서울특별시 영등포구,S010000390,관악고등학교,1,0,0,0,27,0,0,0,730,10,10,8,8,2,2,4,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000390-2024,서울특별시 영등포구,S010000390,관악고등학교,1,0,0,0,31,0,0,0,741,10,10,10,10,10,3,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000391-2021,서울특별시 광진구,S010000391,광남고등학교,0,5,0,0,0,17,0,0,1081,10,10,10,5,5,3,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000391-2022,서울특별시 광진구,S010000391,광남고등학교,0,0,0,0,0,0,0,0,1088,10,9,6,3,3,1,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000391-2023,서울특별시 광진구,S010000391,광남고등학교,0,0,0,0,0,0,0,0,1069,12,11,12,6,3,3,3,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000391-2024,서울특별시 광진구,S010000391,광남고등학교,0,0,1,1,0,0,1000,1000,1059,22,15,12,10,2,8,4,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000392-2021,서울특별시 강동구,S010000392,광문고등학교,2,2,0,1,62,62,0,29,1059,8,10,11,6,3,2,3,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,미설치,미설치
S010000392-2022,서울특별시 강동구,S010000392,광문고등학교,5,1,1,6,155,25,1,45,1028,8,8,10,3,2,1,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,미설치,미설치
S010000392-2023,서울특별시 강동구,S010000392,광문고등학교,5,1,1,6,155,25,1,45,1033,8,8,10,3,2,1,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,미설치,미설치
S010000392-2024,서울특별시 강동구,S010000392,광문고등학교,2,2,1,3,60,60,40,40,1104,11,11,11,7,4,5,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,미설치,미설치
S010000393-2021,서울특별시 마포구,S010000393,광성고등학교,0,2,0,0,0,15,0,0,724,6,7,7,3,3,3,3,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000393-2022,서울특별시 마포구,S010000393,광성고등학교,2,0,0,0,16,0,0,0,747,6,7,7,6,3,3,1,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000393-2023,서울특별시 마포구,S010000393,광성고등학교,2,0,0,0,39,0,0,0,706,6,7,7,3,4,3,3,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000393-2024,서울특별시 마포구,S010000393,광성고등학교,1,0,0,1,11,0,0,3,738,11,8,14,5,6,3,2,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000394-2021,서울특별시 관악구,S010000394,광신고등학교,0,0,0,0,0,0,0,0,545,13,14,14,6,7,4,3,적정설치,적정설치,미설치,단순설치,미설치,미설치,적정설치,적정설치,적정설치,미설치,미설치
S010000394-2022,서울특별시 관악구,S010000394,광신고등학교,0,0,0,0,0,0,0,0,521,11,9,16,2,5,4,4,적정설치,적정설치,미설치,단순설치,미설치,단순설치,적정설치,적정설치,적정설치,미설치,미설치
S010000394-2023,서울특별시 관악구,S010000394,광신고등학교,1,0,23,0,16,0,491,0,507,22,13,30,10,2,2,3,적정설치,적정설치,미설치,단순설치,미설치,단순설치,적정설치,적정설치,적정설치,미설치,미설치
S010000394-2024,서울특별시 관악구,S010000394,광신고등학교,1,0,8,0,20,0,518,0,515,11,10,16,16,2,3,3,적정설치,적정설치,미설치,적정설치,미설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000395-2021,서울특별시 광진구,S010000395,광양고등학교,0,1,0,0,0,16,0,0,516,8,8,5,3,2,1,1,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치
S010000395-2022,서울특별시 광진구,S010000395,광양고등학교,1,0,0,1,19,0,0,23,501,29,6,7,2,2,2,1,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치
S010000395-2023,서울특별시 광진구,S010000395,광양고등학교,1,0,0,1,19,0,0,17,480,11,8,9,7,7,1,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치
S010000395-2024,서울특별시 광진구,S010000395,광양고등학교,0,1,7,1,0,6,44,52,494,12,11,10,5,4,2,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치
S010000396-2021,서울특별시 양천구,S010000396,광영고등학교,1,1,0,1,7,15,0,21,864,17,10,13,4,6,4,4,적정설치,적정설치,단순설치,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000396-2022,서울특별시 양천구,S010000396,광영고등학교,1,1,0,0,11,4,0,0,821,24,24,27,6,9,3,6,적정설치,적정설치,단순설치,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000396-2023,서울특별시 양천구,S010000396,광영고등학교,2,2,2,0,17,10,2,0,832,12,11,12,5,4,3,3,적정설치,적정설치,단순설치,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000396-2024,서울특별시 양천구,S010000396,광영고등학교,3,3,3,3,30,30,30,30,839,15,10,10,4,4,2,3,적정설치,적정설치,단순설치,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000397-2021,서울특별시 양천구,S010000397,광영여자고등학교,0,1,0,0,0,28,0,0,902,10,10,10,5,5,3,1,적정설치,단순설치,적정설치,단순설치,적정설치,단순설치,단순설치,단순설치,단순설치,단순설치,단순설치
S010000397-2022,서울특별시 양천구,S010000397,광영여자고등학교,0,1,0,0,0,25,0,0,841,10,10,10,5,5,3,1,적정설치,단순설치,적정설치,단순설치,적정설치,단순설치,단순설치,단순설치,단순설치,단순설치,단순설치
S010000397-2023,서울특별시 양천구,S010000397,광영여자고등학교,0,1,0,0,0,24,0,0,795,8,8,19,11,11,1,1,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000397-2024,서울특별시 양천구,S010000397,광영여자고등학교,0,1,0,0,0,24,0,0,848,10,10,10,7,3,3,3,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치
S010000398-2021,서울특별시 구로구,S010000398,구로고등학교,0,2,0,0,0,24,0,0,863,11,8,14,9,9,3,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치
S010000398-2022,서울특별시 구로구,S010000398,구로고등학교,3,2,0,1,30,25,0,10,902,10,10,10,6,6,3,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치
S010000398-2023,서울특별시 구로구,S010000398,구로고등학교,3,2,1,1,30,25,10,10,892,3,5,14,11,8,4,4,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치
S010000398-2024,서울특별시 구로구,S010000398,구로고등학교,3,2,1,1,40,25,10,10,933,10,6,10,5,5,3,6,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치
S010000399-2021,서울특별시 구로구,S010000399,구일고등학교,0,2,0,0,0,17,0,0,744,5,2,5,5,0,3,5,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치
S010000399-2022,서울특별시 구로구,S010000399,구일고등학교,0,2,0,0,0,17,0,0,726,8,8,5,2,2,1,2,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치
S010000399-2023,서울특별시 구로구,S010000399,구일고등학교,0,2,0,2,0,17,0,60,704,13,8,19,8,8,4,3,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치
S010000399-2024,서울특별시 구로구,S010000399,구일고등학교,0,4,0,0,0,72,0,0,737,14,11,13,6,5,5,3,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,적정설치,미설치,적정설치,적정설치,적정설치
S010000400-2021,서울특별시 강남구,S010000400,압구정고등학교,0,0,0,1,0,0,0,9,587,11,9,12,14,2,3,2,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,단순설치,미설치,단순설치
S010000400-2022,서울특별시 강남구,S010000400,압구정고등학교,2,0,0,0,33,0,0,0,576,10,10,10,6,4,3,2,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,단순설치,미설치,단순설치
S010000400-2023,서울특별시 강남구,S010000400,압구정고등학교,0,0,7,7,0,0,27,20,568,11,9,12,11,4,3,2,적정설치,적정설치,적정설치,적정설치,단순설치,적정설치,적정설치,적정설치,적정설치,적정설치,단순설치
